Nombre,Descripción,Tipo de Plantilla,Localidad,Calidad,URL del Icono de Calidad,Descripción del Icono de Calidad,Accesible,URL del Icono de Accesibilidad,Descripción del Icono de Accesibilidad,Teléfono,Dirección,Marcas,Perfiles Turísticos,Diversidad functional física ,Diversidad functional visual ,Diversidad functional auditiva ,Diversidad functional intelectual ,Diversidad functional orgánica ,Buenas prácticas ,Email,WEB,Importancia,Sala de Reuniones,Club de Producto,Visita Guiada,Tienda,Actividades Gastronómicas,Surfing,Postal Code,Tipo,Duración,Tipo de Transporte,Inicio de Ruta,Agua,Paisaje,Gastronomía,Cultura,Pareja,Niños,Amigos,Buscable,Idiomas,100% Basque,Coordenadas GPS,LATWGS84,LONWGS84,Nombre lugar,Dirección,Municipio,Código municipio,Código postal,Provincia,Código provincia,País,Código país,Teléfono,Correo electrónico,Página web,URL amigable,URL física,XML datos,XML metadatos,Zip
Bedia,"Bedia se sitúa en un enclave natural destacado, en el valle del río Ibaizabal, con ...",Localidades,Barroeta | Diseminado; Eroso-Ugarte; Ereño | Diseminado; Elexalde; Asteitza; Bidekoetxea; Ibarra; Jauregi; Murtatza,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedia;Bedia;Bedia;Bedia;Bedia;Bedia;Bedia;Bedia;Bedia,092;092;092;092;092;092;092;092;092,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48;48;48,España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/bedia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006474_d2_rec_turismo/es_6474/6474-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006474_d2_rec_turismo/es_6474/data/6474_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006474_d2_rec_turismo/r01Index/0000006474_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006474_d2_rec_turismo/opendata/0000006474_d2_rec_turismo.zip
Llodio/Laudio,"Situado en el precioso Valle de Ayala y atravesado por el río Nervión, Llodio es un...",Localidades,Laudio/Llodio,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.14533599787141,-2.965044936523441",43.14533599787141,-2.965044936523441,,,Laudio/Llodio,036,,Araba/Álava,01,España,108,,,,https://turismoa.euskadi.eus/es/localidades/llodio-laudio/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006477_d2_rec_turismo/es_6477/6477-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006477_d2_rec_turismo/es_6477/data/6477_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006477_d2_rec_turismo/r01Index/0000006477_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006477_d2_rec_turismo/opendata/0000006477_d2_rec_turismo.zip
Baliarrain,"En una de las laderas del monte Altzagamendi, en las últimas estribaciones de la Sierra de...",Localidades,Baliarrain,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.069306,-2.1292347",43.069306,-2.1292347,,,Baliarrain,904,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/baliarrain/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006503_d2_rec_turismo/es_6503/6503-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006503_d2_rec_turismo/es_6503/data/6503_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006503_d2_rec_turismo/r01Index/0000006503_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006503_d2_rec_turismo/opendata/0000006503_d2_rec_turismo.zip
Lagrán,A los pies de la sierra de Toloño nos encontramos con este municipio alavés formado...,Localidades,Lagrán; Pipaon; Villaverde,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lagrán;Lagrán;Lagrán,030;030;030,,Araba/Álava;Araba/Álava;Araba/Álava,01;01;01,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/lagran/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006508_d2_rec_turismo/es_6508/6508-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006508_d2_rec_turismo/es_6508/data/6508_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006508_d2_rec_turismo/r01Index/0000006508_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006508_d2_rec_turismo/opendata/0000006508_d2_rec_turismo.zip
Berango,"Berango presume de una ubicación inmejorable, con una buena comunicación con Bilbao...",Localidades,Berango; Baserri-Santa Ana,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berango;Berango,016;016,,Bizkaia;Bizkaia,48;48,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/berango/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006511_d2_rec_turismo/es_6511/6511-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006511_d2_rec_turismo/es_6511/data/6511_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006511_d2_rec_turismo/r01Index/0000006511_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006511_d2_rec_turismo/opendata/0000006511_d2_rec_turismo.zip
Deba,"Deba se encuentra en el extremo occidental de la costa de Gipuzkoa, en la comarca de Debabarrena,...",Localidades,Lastur; Itziar; Deba,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deba;Deba;Deba,029;029;029,,Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/deba/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006512_d2_rec_turismo/es_6512/6512-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006512_d2_rec_turismo/es_6512/data/6512_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006512_d2_rec_turismo/r01Index/0000006512_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006512_d2_rec_turismo/opendata/0000006512_d2_rec_turismo.zip
Bermeo,"Bermeo se encuentra en la costa de Bizkaia, dentro de la comarca de Busturialdea. Constituye uno ...",Localidades,Demiku | Diseminado; Bermeo; Artika | Diseminado; Arranotegi | Diseminado; Almika | Diseminado; Agirre; Mañu | Diseminado; Arane-Gibelortzaga | Diseminado; San Migel | Diseminado; San Andres | Diseminado,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bermeo;Bermeo;Bermeo;Bermeo;Bermeo;Bermeo;Bermeo;Bermeo;Bermeo;Bermeo,017;017;017;017;017;017;017;017;017;017,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48;48;48;48,España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/bermeo/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006521_d2_rec_turismo/es_6521/6521-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006521_d2_rec_turismo/es_6521/data/6521_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006521_d2_rec_turismo/r01Index/0000006521_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006521_d2_rec_turismo/opendata/0000006521_d2_rec_turismo.zip
Elgoibar,El río Deba atraviesa Elgoibar formando a su paso pequeños arroyos como el de Azkar...,Localidades,Altzola; Elgoibar; Sallobente-Ermuaran | Diseminado; Aiastia (San Migel) | Diseminado; Idotorbe (San Pedro) | Diseminado;,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elgoibar;Elgoibar;Elgoibar;Elgoibar;Elgoibar;Elgoibar,032;032;032;032;032;032,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/elgoibar/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006523_d2_rec_turismo/es_6523/6523-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006523_d2_rec_turismo/es_6523/data/6523_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006523_d2_rec_turismo/r01Index/0000006523_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006523_d2_rec_turismo/opendata/0000006523_d2_rec_turismo.zip
Berriatua,"Berriatua está situado en el territorio histórico de Bizkaia, dentro de la comarca ...",Localidades,Merelludi | Diseminado; Magdalena | Diseminado; Asterrika | Diseminado; Erribera,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berriatua;Berriatua;Berriatua;Berriatua,018;018;018;018,,Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/berriatua/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006541_d2_rec_turismo/es_6541/6541-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006541_d2_rec_turismo/es_6541/data/6541_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006541_d2_rec_turismo/r01Index/0000006541_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006541_d2_rec_turismo/opendata/0000006541_d2_rec_turismo.zip
Beizama,"Ubicada en el territorio histórico de Gipuzkoa, Beizama es una localidad de la comarca de ...",Localidades,Beizama,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.1341913,-2.2001131",43.1341913,-2.2001131,,,Beizama,020,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/beizama/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006561_d2_rec_turismo/es_6561/6561-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006561_d2_rec_turismo/es_6561/data/6561_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006561_d2_rec_turismo/r01Index/0000006561_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006561_d2_rec_turismo/opendata/0000006561_d2_rec_turismo.zip
Belauntza,"En el territorio histórico de Gipuzkoa, en una ladera pendiente se sitúa esta local...",Localidades,Belauntza,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.1352829,-2.0507054",43.1352829,-2.0507054,,,Belauntza,021,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/belauntza/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006581_d2_rec_turismo/es_6581/6581-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006581_d2_rec_turismo/es_6581/data/6581_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006581_d2_rec_turismo/r01Index/0000006581_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006581_d2_rec_turismo/opendata/0000006581_d2_rec_turismo.zip
Berastegi,"Situada en una llanura, Berastegi se encuentra en el límite con Navarra. Su término...",Localidades,Eldua | Diseminado; Berastegi,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berastegi;Berastegi,022;022,,Gipuzkoa;Gipuzkoa,20;20,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/berastegi/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006601_d2_rec_turismo/es_6601/6601-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006601_d2_rec_turismo/es_6601/data/6601_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006601_d2_rec_turismo/r01Index/0000006601_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006601_d2_rec_turismo/opendata/0000006601_d2_rec_turismo.zip
Lanciego/Lantziego,El municipio de Lanciego/Lantziego está situado al sur del territorio histórico de ...,Localidades,Viñaspre/Binasperi; Lanciego/Lantziego; Assa/Asa,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanciego/Lantziego;Lanciego/Lantziego;Lanciego/Lantziego,032;032;032,,Araba/Álava;Araba/Álava;Araba/Álava,01;01;01,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/lanciego-lantziego/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006621_d2_rec_turismo/es_6621/6621-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006621_d2_rec_turismo/es_6621/data/6621_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006621_d2_rec_turismo/r01Index/0000006621_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006621_d2_rec_turismo/opendata/0000006621_d2_rec_turismo.zip
Lantarón,"Este pequeño municipio, formado por 12 pueblos, lo baña el río Ebro y se asi...",Localidades,Leciñana del Camino/Leziñana; Molinilla; Fontecha; Comunión/Komunioi; Caicedo Yuso; Bergonda/Bergüenda; Alcedo; Puentelarrá/Larrazubi; Zubillaga; Turiso; Sobrón; Salcedo,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lantarón;Lantarón;Lantarón;Lantarón;Lantarón;Lantarón;Lantarón;Lantarón;Lantarón;Lantarón;Lantarón;Lantarón,902;902;902;902;902;902;902;902;902;902;902;902,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/lantaron/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006641_d2_rec_turismo/es_6641/6641-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006641_d2_rec_turismo/es_6641/data/6641_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006641_d2_rec_turismo/r01Index/0000006641_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006641_d2_rec_turismo/opendata/0000006641_d2_rec_turismo.zip
Lapuebla de Labarca,"Situada a orillas del río Ebro, Lapuebla de Labarca se encuentra en el extremo meridional ...",Localidades,Lapuebla de Labarca,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.494702,-2.575319",42.494702,-2.575319,,,Lapuebla de Labarca,033,,Araba/Álava,01,España,108,,,,https://turismoa.euskadi.eus/es/localidades/lapuebla-de-labarca/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006661_d2_rec_turismo/es_6661/6661-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006661_d2_rec_turismo/es_6661/data/6661_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006661_d2_rec_turismo/r01Index/0000006661_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006661_d2_rec_turismo/opendata/0000006661_d2_rec_turismo.zip
Berriz,"Esta anteiglesia vizcaína perteneciente a la comarca del Duranguesado, tiene la suerte de ...",Localidades,Andikoa | Diseminado; Berriz-Olakueta; Sallobente | Diseminado; Okango | Diseminado; Murgoitio | Diseminado; Eitua | Diseminado; Sarria | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berriz;Berriz;Berriz;Berriz;Berriz;Berriz;Berriz,019;019;019;019;019;019;019,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48,España;España;España;España;España;España;España,108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/berriz/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006681_d2_rec_turismo/es_6681/6681-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006681_d2_rec_turismo/es_6681/data/6681_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006681_d2_rec_turismo/r01Index/0000006681_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006681_d2_rec_turismo/opendata/0000006681_d2_rec_turismo.zip
Busturia,Busturia es el municipio que da nombre a la comarca costera de Busturialdea.Se sitúa en un...,Localidades,Altamira-San Kristobal; Axpe-San Bartolome,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busturia;Busturia,021;021,,Bizkaia;Bizkaia,48;48,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/busturia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006702_d2_rec_turismo/es_6702/6702-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006702_d2_rec_turismo/es_6702/data/6702_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006702_d2_rec_turismo/r01Index/0000006702_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006702_d2_rec_turismo/opendata/0000006702_d2_rec_turismo.zip
Derio,"Derio está situado en el territorio histórico de Bizkaia, a 10 kilómetros de...",Localidades,Aldekona (San Isidro) | Diseminado; Ugaldeguren (Santimami) | Diseminado; San Esteban Derio; Elexalde Derio; Aranoltza (San Antolin) | Diseminado; Arteaga Derio,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derio;Derio;Derio;Derio;Derio;Derio,901;901;901;901;901;901,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/derio/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006703_d2_rec_turismo/es_6703/6703-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006703_d2_rec_turismo/es_6703/data/6703_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006703_d2_rec_turismo/r01Index/0000006703_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006703_d2_rec_turismo/opendata/0000006703_d2_rec_turismo.zip
Berrobi,"Nada más llegar a Berrobi, a las laderas del monte Uzturre, quedaremos cautivados por el c...",Localidades,Berrobi,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.1454785,-2.0263738",43.1454785,-2.0263738,,,Berrobi,023,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/berrobi/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006721_d2_rec_turismo/es_6721/6721-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006721_d2_rec_turismo/es_6721/data/6721_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006721_d2_rec_turismo/r01Index/0000006721_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006721_d2_rec_turismo/opendata/0000006721_d2_rec_turismo.zip
Bidania-Goiatz,"Bidania-Goiatz , que se constituyó tras la unión de dos pequeños pueblo...",Localidades,Goiatz; Bidania,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bidania-Goiatz;Bidania-Goiatz,024;024,,Gipuzkoa;Gipuzkoa,20;20,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/bidegoian/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006741_d2_rec_turismo/es_6741/6741-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006741_d2_rec_turismo/es_6741/data/6741_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006741_d2_rec_turismo/r01Index/0000006741_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006741_d2_rec_turismo/opendata/0000006741_d2_rec_turismo.zip
Legutio,"Montes como Arlabán/Jarindo y Albertia, Motxotegi, y Oketa, favorecieron la construcci&oac...",Localidades,Urrunaga; Legutio; Elosu; Goiain | Diseminado; Urbina,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legutio;Legutio;Legutio;Legutio;Legutio,058;058;058;058;058,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01,España;España;España;España;España,108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/legutio/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006761_d2_rec_turismo/es_6761/6761-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006761_d2_rec_turismo/es_6761/data/6761_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006761_d2_rec_turismo/r01Index/0000006761_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006761_d2_rec_turismo/opendata/0000006761_d2_rec_turismo.zip
Leza,El acogedor municipio de Leza está situado en el territorio histórico de Ála...,Localidades,Leza,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.566068,-2.633635",42.566068,-2.633635,,,Leza,034,,Araba/Álava,01,España,108,,,,https://turismoa.euskadi.eus/es/localidades/leza/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006781_d2_rec_turismo/es_6781/6781-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006781_d2_rec_turismo/es_6781/data/6781_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006781_d2_rec_turismo/r01Index/0000006781_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006781_d2_rec_turismo/opendata/0000006781_d2_rec_turismo.zip
Dima,Esta localidad se sitúa en el perfecto lugar de acceso a dos de los parques naturales m&aa...,Localidades,Olazabal | Diseminado; Ugarana; Bikarregi; Bargondia; Oba; Lamindao | Diseminado; Indusi | Diseminado; Intxaurbizkar; Aroztegieta | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dima;Dima;Dima;Dima;Dima;Dima;Dima;Dima;Dima,026;026;026;026;026;026;026;026;026,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48;48;48,España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/dima/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006782_d2_rec_turismo/es_6782/6782-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006782_d2_rec_turismo/es_6782/data/6782_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006782_d2_rec_turismo/r01Index/0000006782_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006782_d2_rec_turismo/opendata/0000006782_d2_rec_turismo.zip
